OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
54,75218,UF2019-0033,54418,01/07/2019,6:30 PM,11051,Male,Hispanic,07/15/2015,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Danger to self or others,NULL,Yes,11115,Garalnd,NULL,Rd.,11115 Garalnd Rd.,43915,White,Male,false,No injuries noted or visible,true,Agitated,APOWW,D9,1114,232,230,NORTHEAST,2525613.619,6996001.487,POINT (-96.685636 32.847336),13,3
1688,75235,UF2019-1045,"57179, 57180",05/03/2019,12:05 AM,8017,Male,White,04/13/2001,false,No injuries noted or visible,false,Other ( In Narrative),"Joint Locks, BD - Grabbed",Arrest,NULL,"Yes, Yes",8008,Herb Kelleher,NULL,Way,8008 Herb Kelleher Way,58409,Asian,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D2,3070,523,520,NORTHWEST,2475386.081,6993937.905,POINT (-96.85281 32.85262),2,3
170,75243,UF2019-0104,56039,02/06/2019,4:33 PM,11305,Male,Hispanic,03/08/2017,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Weapon Display,NULL,No,9519,Forest,NULL,Ln.,9519 Forest Ln.,57423,White,Male,true,Abrasion/Scrape,true,None detected,"Assault, Robbery, Assault/FV",D10,9603,253,250,NORTHEAST,2511649.912,7018307.475,POINT (-96.729997 32.909202),9,3
592,75204,UF2019-0396,"56362, 56363",03/31/2019,8:11 PM,11374,Male,Asian,08/23/2017,false,No injuries noted or visible,false,Other ( In Narrative),"Weapon display at Person, Verbal Command",Weapon Display,NULL,"Yes, Yes",900,Texas,W,St.,900 W Texas St.,7873365226122,Black,Male,false,No injuries noted or visible,false,Unknown,No Arrest,D14,2025,154,150,CENTRAL,2493597.598,6974903.789,POINT (-96.790855 32.79046),12,3
449,75226,UF2019-0282,56237,03/23/2019,1:27 AM,11201,Male,Hispanic,08/10/2016,false,No injuries noted or visible,false,Arrest,Handcuffing Take Down,Arrest,NULL,Yes,2700,Elm,NULL,St.,2700 Elm St.,57945,Black,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D2,2066,153,150,CENTRAL,2495686.396,6972644.385,POINT (-96.784464 32.78448),2,3
1912,75243,UF2019-1187,59967,08/19/2019,2:22 AM,11242,Male,White,12/14/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Other,NULL,No,9350,Skillman,NULL,St.,9350 Skillman St.,59666,Black,Male,false,No injuries noted or visible,true,Unknown,No Arrest,D10,1042,257,250,NORTHEAST,2516863.304,7016466.129,POINT (-96.712321 32.904639),9,3
1982,75287,UF2019-1228,60448,08/25/2019,7:15 PM,11440,Male,Hispanic,07/17/2018,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,19002,Dallas,NULL,Pkwy.,19002 Dallas Pkwy.,59749,Black,Male,false,No injuries noted or visible,true,Agitated,Assault/FV,D12,4403,614,610,NORTH CENTRAL,2480750.795,7053518.981,POINT (-96.828756 33.009289),14,3
1838,75243,UF2019-1142,"60087, 60088, 60091",08/27/2019,12:49 AM,10842,Male,White,06/18/2014,false,No injuries noted or visible,false,Traffic Stop,"BD - Grabbed, Held Suspect Down, Taser Display at Person",Arrest,NULL,"Yes, Yes, No",12250,Greenville,NULL,Ave.,12250 Greenville Ave.,59763,Black,Male,true,Abrasion/Scrape,true,None detected,"Resisting Arrest, Other Misdemeanor Arrest, DWLI, Warrant/Hold",D10,1030,252,250,NORTHEAST,2507177.401,7020133.811,POINT (-96.744392 32.914685),9,3
1170,75204,UF2019-0751,57434,05/12/2019,2:10 AM,11427,Male,White,12/13/2017,false,No injuries noted or visible,false,Other ( In Narrative),Weapon display at Person,Danger to self or others,NULL,Yes,2001,Westburg,NULL,Alley,2001 Westburg  Alley,5853258533,White,Female,false,No injuries noted or visible,false,None detected,No Arrest,D2,2005,146,140,CENTRAL,2496984.79,6981377.743,POINT (-96.779643 32.80836600000001),2,3
898,75235,UF2019-0580,57297,05/04/2019,2:30 AM,9535,Female,Hispanic,07/09/2008,false,No injuries noted or visible,false,Service Call,BD - Grabbed,Arrest,NULL,No,5200,Harry Hines,NULL,Blvd.,5200 Harry Hines Blvd.,58420,Black,Female,false,No injuries noted or visible,true,Mentally unstable,Assault/FV,D2,3101,541,540,NORTHWEST,2479435.795,6982299.278,POINT (-96.836981 32.811798),2,3
161,75227,UF2019-0099,55026,01/31/2019,11:40 AM,10064,Male,White,11/11/2009,true,Redness/Swelling,false,Arrest,BD - Pushed,Active Aggression,NULL,Yes,2203,Aspen,NULL,Dr.,2203 Aspen Dr.,57372,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Resisting Search and Transport, Assault/Public Servant",D7,1245,325,320,SOUTHEAST,2533931.491,6960946.666,POINT (-96.660681 32.75044),7,3
2286,75204,UF2019-1374,60625,09/19/2019,2:00 AM,10718,Female,Asian,01/29/2014,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,2124,Carroll,N,Ave.,2124 N Carroll Ave.,60018,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Resisting Search and Transport",D2,2005,146,140,CENTRAL,2495857.954,6980284.811,POINT (-96.783873 32.805763),2,3
2847,75287,UF2019-1717,62508,12/10/2019,9:30 PM,11083,Male,White,09/23/2015,false,No injuries noted or visible,false,Crime in Progress,Foot Pursuit,Detention/Frisk,NULL,Yes,3847,Timberglen,NULL,Rd.,3847 Timberglen Rd.,6092960930,White,Male,false,No injuries noted or visible,true,Marijuana,Evading Arrest,D12,4423,612,610,NORTH CENTRAL,2475124.004,7052480.017,POINT (-96.847644 33.00485),14,3
1910,75240,UF2019-1185,60151,08/30/2019,1:28 AM,11305,Male,Hispanic,03/08/2017,false,No injuries noted or visible,false,Suspicious Activity,Weapon display at Person,Detention/Frisk,NULL,Yes,13740,Montfort,NULL,Dr.,13740 Montfort Dr.,59792,Hispanic,Female,true,Abrasion/Scrape,true,None detected,Evading Arrest,D11,1013,635,630,NORTH CENTRAL,2485895.135,7027387.881,POINT (-96.813718 32.937653),10,3
1741,75201,UF2019-1081,59453,07/29/2019,11:40 PM,9795,Male,White,03/18/2009,true,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,2332,Leonard,NULL,St.,2332 Leonard St.,59447,White,Male,true,Puncture,true,Alchohol and unknown drugs,Murder,D14,2020,121,120,CENTRAL,2490447.739,6975957.474,POINT (-96.80163100000001 32.794079),12,3
113,75214,UF2019-0073,"54833, 54834, 54835",01/25/2019,7:45 PM,9502,Male,Hispanic,06/25/2008,false,No injuries noted or visible,false,Arrest,"Verbal Command, Handcuffing Take Down, Hand Controlled Escort",Arrest,NULL,"No, Yes, Yes",6563,Ascot,NULL,Ln.,6563 Ascot Ln.,57308,White,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,D9,1107,219,210,NORTHEAST,2507621.37,6997879.55,POINT (-96.744272 32.853282),13,3
1532,75240,UF2019-0956,"58931, 58932",07/05/2019,6:05 AM,11331,Male,Asian,05/31/2017,false,No injuries noted or visible,false,Service Call,"Verbal Command, Held Suspect Down",Active Aggression,NULL,"Yes, Yes",13229,Kit,NULL,Ln.,13229 Kit Ln.,59181,Hispanic,Male,false,No injuries noted or visible,false,Alchohol,No Arrest,D11,1021,643,640,NORTH CENTRAL,2499819.894,7025062.407,POINT (-96.767754 32.928366),10,3
131,75218,UF2019-0080,54961,01/29/2019,5:10 PM,11208,Male,White,08/24/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Other,NULL,Yes,11411,Northwest,E,Hwy.,11411 E Northwest Hwy.,57353,Hispanic,Male,true,Abrasion/Scrape,true,Poor hygiene,"Other Misdemeanor Arrest, Evading Arrest",D9,1090,233,230,NORTHEAST,2526428.187,7002187.832,POINT (-96.682115 32.864447),13,3
2013,75218,UF2019-1254,59718,08/06/2019,6:42 PM,10912,Female,Black,10/22/2014,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Danger to self or others,NULL,Yes,800,KIRKWOOD,NULL,Dr.,800 KIRKWOOD Dr.,59554,White,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D9,1126,234,230,NORTHEAST,2519802.31,6996721.093,POINT (-96.704731 32.849602),13,3
821,75204,UF2019-0528,"57946, 57947, 57948, 57949",06/01/2019,2:00 AM,6943,Male,Black,08/24/1992,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort, Take Down - Arm, Held Suspect Down",Arrest,NULL,"No, Yes, Yes, Yes",2912,McKinney,NULL,Ave.,2912 McKinney Ave.,58749,Hispanic,Male,true,Laceration/Cut,true,Alchohol,Public Intoxication,D14,2010,121,120,CENTRAL,2490562.346,6978147.225,POINT (-96.800749 32.800153),12,3
2000,75231,UF2019-1244,"59524, 59525",08/02/2019,6:00 PM,11009,Male,Asian,03/25/2015,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Held Suspect Down",Arrest,NULL,"No, Yes",6008,Ridgecrest,NULL,Rd.,6008 Ridgecrest Rd.,59496,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Resisting Arrest",D13,1084,216,210,NORTHEAST,2502996.926,7003896.408,POINT (-96.759039 32.87015),11,3
820,75204,UF2019-0528,"57922, 57923, 57924, 57925, 57926",06/01/2019,2:30 AM,9116,Male,White,05/30/2007,false,No injuries noted or visible,false,Arrest,"Verbal Command, Joint Locks, Joint Locks, Pressure Points, Joint Locks",Detention/Frisk,NULL,"No, No, No, No, Yes",2912,Mckinney,NULL,Ave.,2912 Mckinney Ave.,58742,Hispanic,Male,true,Laceration/Cut,true,Alchohol,Public Intoxication,D14,2010,121,120,CENTRAL,2490562.346,6978147.225,POINT (-96.800749 32.800153),12,3
1539,75240,UF2019-0963,59084,07/13/2019,3:00 AM,8288,Male,White,07/19/2002,false,No injuries noted or visible,false,Call for Cover,K-9 Deployment,Arrest,NULL,Yes,8400,Midpark,NULL,Rd.,8400 Midpark Rd.,59262,White,Male,true,Abrasion/Scrape,true,Unknown,"Evading Arrest, Warrant/Hold",D11,1022,644,640,NORTH CENTRAL,2502474.036,7028093.02,POINT (-96.75938600000002 32.936572),10,3
1329,75211,UF2019-0837,"58365, 58366, 58367, 58368",06/16/2019,2:03 AM,9376,Female,White,02/20/2008,false,No injuries noted or visible,false,Arrest,"Verbal Command, BD - Grabbed, Held Suspect Down, Leg Restraint System",Active Aggression,NULL,"No, Yes, Yes, Yes",3506,Gibsondell,S,Ave.,3506 S Gibsondell Ave.,58926,White,Male,true,Abrasion/Scrape,true,Mentally unstable,APOWW,D1,4127,441,440,SOUTHWEST,2467337.359,6955177.65,POINT (-96.877646 32.737728),1,3
202,75217,UF2019-0123,"54709, 54710, 54711, 54712, 54713, 54714, 54715",01/20/2019,12:58 AM,9994,Male,White,09/30/2009,false,No injuries noted or visible,false,Service Call,"Hand Controlled Escort, Verbal Command, Take Down - Body, Held Suspect Down, Feet/Leg/Knee Strike, Pressure Points, Take Down - Body",Arrest,NULL,"No, No, No, No, No, No, Yes",7932,great trinity forest,NULL,Way,7932 great trinity forest Way,30740,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Warrant/Hold, Resisting Search and Transport",D8,4530,354,350,SOUTHEAST,2526301.913,6946847.099,POINT (-96.685045 32.712334),8,3
2259,75243,UF2019-1359,"61183, 61184",10/08/2019,5:43 PM,10508,Male,White,04/10/2013,false,No injuries noted or visible,false,Arrest,"Weapon display at Person, Verbal Command",Weapon Display,NULL,"Yes, Yes",9201,Skillman,NULL,St.,9201 Skillman St.,60261,Black,Male,false,No injuries noted or visible,true,Unknown,"Drug Possession - Misdemeanor, Evading Arrest",D10,1042,257,250,NORTHEAST,2516251.927,7016060.219,POINT (-96.716329 32.902896),9,3
1217,75214,UF2019-0768,58703,06/27/2019,12:47 AM,7624,Male,Black,04/17/1998,false,No injuries noted or visible,false,Service Call,BD - Grabbed,Arrest,NULL,Yes,5310,Gaston,NULL,Ave.,5310 Gaston Ave.,59043,Black,Male,true,Non-Visible Injury/Pain,true,None detected,"Other Misdemeanor Arrest, Fail to ID",D14,1185,114,110,CENTRAL,2501497.338,6979683.836,POINT (-96.764894 32.80379),12,3
578,75204,UF2019-0385,"56251, 56252",03/26/2019,7:18 PM,11066,Male,White,08/12/2015,false,No injuries noted or visible,false,Arrest,"Verbal Command, Held Suspect Down",Detention/Frisk,NULL,"No, Yes",2609,HARTMAN,NULL,St.,2609 HARTMAN St.,57952,White,Male,false,No injuries noted or visible,false,Agitated,No Arrest,D14,2021,121,120,CENTRAL,2491401.409,6975888.314,POINT (-96.798204 32.793532),12,3
267,75201,UF2019-0174,55340,02/17/2019,3:47 AM,11374,Male,Asian,08/23/2017,false,No injuries noted or visible,false,Call for Cover,Held Suspect Down,Arrest,NULL,Yes,2332,Leonard,NULL,St.,2332 Leonard St.,57534,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D14,2020,121,120,CENTRAL,2490447.739,6975957.474,POINT (-96.80163100000001 32.794079),12,3
1534,75232,UF2019-0958,"58973, 58974, 58975",07/06/2019,6:31 PM,11281,Male,Other,02/22/2017,false,No injuries noted or visible,false,Traffic Stop,"BD - Grabbed, BD - Grabbed, BD - Grabbed",Active Aggression,NULL,"No, Yes, Yes",7925,Racine,NULL,Dr.,7925 Racine Dr.,59208,Black,Male,false,No injuries noted or visible,true,Unknown,"Resisting Arrest, Other Misdemeanor Arrest",D8,4371,748,740,SOUTH CENTRAL,2480623.286,6923869.309,POINT (-96.835845 32.650525),8,3
1496,75243,UF2019-0938,"58355, 58356, 58359, 58360",06/15/2019,9:00 AM,9647,Male,White,10/29/2008,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Verbal Command, Pressure Points, Take Down - Body",Arrest,NULL,"Yes, No, Yes, Yes",9100,LBJ,W,Frwy.,9100 W LBJ Frwy.,44024,Black,Male,true,"Injured prior to contact, Non-Visible Injury/Pain",true,None detected,"Warrant/Hold, Resisting Arrest, Evading Arrest, Fail to ID",D10,1030,252,250,NORTHEAST,2506274.818,7021703.707,,,
1891,75230,UF2019-1172,59684,08/07/2019,3:10 PM,10329,Male,Black,03/28/2012,false,No injuries noted or visible,false,Off-Duty Employment,BD - Pushed,Danger to self or others,NULL,Yes,7777,Forest,NULL,Ln.,7777 Forest Ln.,59545,White,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,D11,8822,651,650,NORTH CENTRAL,2498620.069,7018196.567,,,
1443,75215,UF2019-0906,"59606, 59607",06/24/2019,9:39 AM,10750,Male,White,01/29/2014,false,No injuries noted or visible,false,Service Call,"Foot Pursuit, Held Suspect Down",Arrest,NULL,"Yes, Yes",2811,Holmes,NULL,St.,2811 Holmes St.,28710,Black,Male,false,No injuries noted or visible,true,Agitated,"Evading Arrest, Warrant/Hold",D7,2156,341,340,SOUTHEAST,2497128.658,6964620.997,POINT (-96.779877 32.762153),7,3
87,75231,UF2019-0055,54476,01/08/2019,9:02 PM,11088,Male,White,09/23/2015,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Weapon Display,NULL,Yes,8100,Park,NULL,Ln.,8100 Park Ln.,5713557136,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D13,1083,214,210,NORTHEAST,2500329.974,7004532.055,POINT (-96.767375 32.871908),11,3
1002,75287,UF2019-0644,"57815, 57816",05/26/2019,5:09 AM,9996,Male,White,09/30/2009,false,No injuries noted or visible,false,Service Call,"Taser Display at Person, Take Down - Body",Assault to Other Person,NULL,"No, Yes",18121,Marsh,NULL,Ln.,18121 Marsh Ln.,58685,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,Robbery,D12,6006,611,610,NORTH CENTRAL,2472574.451,7049715.98,POINT (-96.855548 32.995788000000005),14,3
309,75220,UF2019-020,"54265, 54266",01/01/2019,12:59 AM,9770,Male,White,03/18/2009,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort",Arrest,NULL,"No, Yes",10110,Harry Hines,NULL,Blvd.,10110 Harry Hines Blvd.,57047,Black,Male,false,No injuries noted or visible,true,Agitated,"Warrant/Hold, Resisting Search and Transport",D6,3057,521,520,NORTHWEST,2465708.212,6999807.91,POINT (-96.880678 32.86006),6,3
2850,75211,UF2019-1718,"62545, 62546",12/12/2019,5:15 PM,9096,Male,White,04/04/2007,false,No injuries noted or visible,false,Other ( In Narrative),"BD - Grabbed, BD - Pushed",Assault to Other Person,NULL,"Yes, Yes",3901,15th,W,St.,3901 W 15th St.,60949,White,Male,false,No injuries noted or visible,false,Unknown,No Arrest,D3,4202,434,430,SOUTHWEST,2459577.675,6948007.78,,,
2489,75202,UF2019-1509,59581,08/03/2019,4:45 AM,10814,Male,Black,05/07/2014,false,No injuries noted or visible,false,Service Call,Feet/Leg/Knee Strike,Danger to self or others,NULL,Yes,900,Jackson,NULL,St.,900 Jackson St.,59511,Hispanic,Male,false,No injuries noted or visible,false,Alchohol,No Arrest,D14,2072,133,130,CENTRAL,2489791.873,6970227.668,POINT (-96.803426 32.778211),12,3
1432,75243,UF2019-0901,58990,07/08/2019,11:16 PM,11465,Male,White,02/21/2018,false,No injuries noted or visible,false,Service Call,Take Down - Arm,Danger to self or others,NULL,Yes,9301,Forest,NULL,Ln.,9301 Forest Ln.,33652,Black,Male,false,No injuries noted or visible,true,Agitated,APOWW,D10,1030,252,250,NORTHEAST,2508893.035,7018266.017,POINT (-96.740013 32.909205),9,3
1362,75216,UF2019-0865,57993,06/02/2019,11:03 PM,11366,Male,White,07/26/2017,false,No injuries noted or visible,false,Arrest,Take Down - Arm,Danger to self or others,NULL,Yes,2800,Ledbetter,E,Dr.,2800 E Ledbetter Dr.,58768,Black,Male,true,Abrasion/Scrape,true,Alchohol and unknown drugs,Public Intoxication,D8,4326,735,730,SOUTH CENTRAL,2499291.346,6939508.326,POINT (-96.774438 32.693298000000006),4,3
676,75202,UF2019-0449,"56679, 56680",04/13/2019,4:38 PM,9881,Male,White,06/10/2009,false,No injuries noted or visible,false,Arrest,"Take Down - Body, BD - Tripped",Danger to self or others,NULL,"Yes, Yes",900,Commerce,NULL,St.,900 Commerce St.,58181,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,Public Intoxication,D14,2072,133,130,CENTRAL,2489722.035,6970490.081,POINT (-96.804077 32.778852),12,3
1884,75229,UF2019-1170,59438,07/22/2019,2:30 PM,8521,Male,White,06/04/2004,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Other,NULL,Yes,2930,Forest,NULL,Ln.,2930 Forest Ln.,59429,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Assault/FV, Evading Arrest",D13,4550,553,550,NORTHWEST,2465717.798,7017609.342,,,
1973,75227,UF2019-1222,60787,09/21/2019,8:49 PM,8765,Male,Black,01/12/2006,true,Sprain/Strain,false,Service Call,Feet/Leg/Knee Strike,Danger to self or others,NULL,Yes,2241,Scammel,NULL,Dr.,2241 Scammel Dr.,60080,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D5,1243,324,320,SOUTHEAST,2528811.062,6961276.398,POINT (-96.677286 32.751382),5,3
620,75254,UF2019-0411,"56484, 56485",04/06/2019,7:58 PM,11308,Male,Hispanic,04/19/2017,false,No injuries noted or visible,false,Call for Cover,"Hand Controlled Escort, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes",7879,Spring Valley,NULL,Rd.,7879 Spring Valley Rd.,58066,White,Male,false,No injuries noted or visible,true,Unknown Drugs,APOWW,D11,1012,632,630,NORTH CENTRAL,2498979.284,7029290.661,POINT (-96.769689 32.939961),10,3
154,75243,UF2019-0095,"55138, 55139, 55140",02/08/2019,5:00 AM,10068,Male,White,01/20/2010,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Head, Hand/Arm/Elbow Strike",Arrest,NULL,"No, No, Yes",11102,Central Serv,N,Expwy.,11102 N Central Serv Expwy.,57435,Black,Male,false,No injuries noted or visible,true,Unknown,Other Agency Arrest,D13,1038,241,240,NORTHEAST,2499858.525,7014324.248,POINT (-96.768649 32.899322),11,3
1263,75210,UF2019-0798,"58332, 58336",06/16/2019,12:25 AM,11544,Male,White,06/27/2018,false,No injuries noted or visible,false,Service Call,"Take Down - Arm, Joint Locks",Arrest,NULL,"Yes, Yes",4735,Collins,NULL,Ave.,4735 Collins Ave.,58925,Black,Male,false,No injuries noted or visible,true,Agitated,"Assault/FV, Resisting Arrest, Warrant/Hold",D7,2101,311,310,SOUTHEAST,2508842.582,6970101.065,POINT (-96.741207 32.777413),7,3
2519,75217,UF2019-1528,"62044, 62045, 62046, 62047",11/16/2019,10:52 AM,10466,Male,White,09/26/2012,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Body, Held Suspect Down, BD - Pushed",Arrest,NULL,"No, Yes, Yes, Yes",900,Buckner,S,Blvd.,900 S Buckner Blvd.,46524,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D5,2202,336,330,SOUTHEAST,2527269.366,6952262.591,POINT (-96.682869 32.727),5,3
1795,75217,UF2019-1114,58955,07/07/2019,4:00 AM,11544,Male,White,06/27/2018,false,No injuries noted or visible,false,Service Call,Take Down - Arm,Arrest,NULL,Yes,220,Longbranch,NULL,Ln.,220 Longbranch Ln.,59195,Black,Male,true,Laceration/Cut,true,Talking to themselves,"Warrant/Hold, Resisting Arrest",D8,2215,351,350,SOUTHEAST,2525121.854,6946370.146,POINT (-96.690172 32.710728),8,3
1714,75219,UF2019-1065,"59629, 60030",08/04/2019,9:48 PM,11174,Male,Asian,04/06/2016,false,No injuries noted or visible,false,Arrest,"Hand Controlled Escort, BD - Grabbed",Arrest,NULL,"Yes, Yes",4200,Cedar Springs,NULL,Rd.,4200 Cedar Springs Rd.,59526,Black,Male,false,No injuries noted or visible,true,Alchohol,DWI,D14,4519,546,540,NORTHWEST,2486663.584,6982752.538,POINT (-96.813782 32.813019),2,3
